Title,Category,Bid Count,Highest Bid Amount(€),Description,URL
Polijstmachine van MSA (600 W),Klussen,6,6,Een glanzende auto die zo uit de showroom lijkt te komen? Dat wil je! Met deze polijstmachine van MSA is het mogelijk. Of je nu gaat voor fijn polijsten of grondig poetsen; dit handige ding fikst het in een handomdraai. Bied nu mee voor een glimmende bolide óf gladde meubelstukken en vloeren.,https://www.vakantieveilingen.be/veilingen/producten/klussen/polijstmachine-van-msa-600-w/44541
Bluetooth-karaokeset met feestverlichting,Speelgoed en hobby,7,10,"Zin in een feestje? Met deze karaokeset ga jij er 1 bouwen. Speel je favoriete nummers af, zing de sterren van de hemel en dans mee op de geluidssgevoelige ledverlichting. De set werkt op bluetooth en speelt je muziek af vanaf een SD-kaart, USB, AUX én FM radio. Bied mee en win! Lalalalaaa ♪",https://www.vakantieveilingen.be/veilingen/producten/speelgoed-en-hobby/bluetooth-karaokeset-feestverlichting/43776
6 flessen Atlantique Cabernet Franc Rosé (750 ml),Wijn en proeverij,3,5,Met 6 flessen van de heerlijke Atlantique Cabernet Franc Rosé kun jij voorlopig weer even vooruit. De wijn zit vol met frisse aroma's en smaak; ideaal voor de warme dagen in de tuin of op je balkon. Met wie ga jij deze flessen opdrinken? Bied mee en win! Proost.,https://www.vakantieveilingen.be/veilingen/eten-en-drinken/wijn-en-proeverij/6-flessen-dune-des-tamarix-cabernet-franc-rose/55106
Retro Game Console met 200 spellen,Elektronica,7,8,Deze Retro Game Console is onmisbaar voor kinderen die dol zijn op gamen. Het compacte apparaat is uitgerust met maar liefst 200 kindvriendelijke spellen zonder verslavende elementen. Zo herbeleeft je kind de magie van klassieke games. En stiekem vind jij het ook top... Bied mee en win met korting.,https://www.vakantieveilingen.be/veilingen/producten/elektronica/game-console-retro/49045
Draadloze speaker met lantaarn ontwerp en kaarseffect,Tuin en buiten,3,3,Een zwoele zomeravond vraagt om sfeerverlichting en een rustig muziekje op de achtergrond. Deze draadloze speaker heeft de vorm van een lantaarn en verspreidt een mooi sfeerlicht. Het lichtgewicht model is ook ideaal voor op het strand of mee op vakantie. Bied nu mee en win met korting.,https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/speaker-draadloos-vlameffect/44068
McLaren - bestuurbare auto (1:18),Speelgoed en hobby,1,3,"Rijden in een McLaren? Nee, een McLaren besturen! Dit MCL37-model is super gedetailleerd en is daarom bijna niet van echt te onderscheiden. Met de afstandbediening laat je 'm eenvoudig naar links, rechts en voor- en achteruit rijden. Bied mee, win en verras een kleine autogek.",https://www.vakantieveilingen.be/veilingen/producten/speelgoed-en-hobby/mclaren-bestuurbare-auto/43447
Wellnessdag bij Thermen Holiday in Schiedam (NL - 2 p.),Sauna en wellness,6,25,Ontsnap even aan de drukte van alledag en geniet van tal aan sauna's en baden in Thermen Holiday in Schiedam (Nederland). Prikkel eens je zintuigen in de kruidentempel of bezoek de unieke Hobbitsauna. Bied nu mee voor een heerlijk dagje ontspannen. Wie neem jij mee?,https://www.vakantieveilingen.be/veilingen/wellness/sauna-en-wellness/thermen-holiday-sauna/33894
Rotorcraft herenhorloge (Ocean RC4404),Horloges,3,33,"Ahoy! Ben jij vaak op het strand en op zee te vinden? Dan spreekt deze klok uit de Ocean-collectie van Rotorcraft jou sowieso aan. Het model is namelijk versierd met een bijzondere golvende wijzerplaat, net zo blauw als de oceaan. Geschikt voor naar je werk, maar ook top bij een casual outfit.",https://www.vakantieveilingen.be/veilingen/producten/horloges/rotorcraft-herenhorloge-ocean-rc4404/21143
NH Hotels: overnachting in een hotel naar keuze (2 p.),Hotels Nederland,20,32,Er even lekker tussenuit? Trakteer je vriend of vriendin op een overnachting in een 4-sterrenhotel van NH. Je krijgt de keuze uit wel 10 hotels in heel Nederland. Welke je ook kiest: het belooft een heerlijk nachtje weg te worden. Bied mee en win met korting.,https://www.vakantieveilingen.be/veilingen/hotels/hotels-nederland/nh-hotels-overnachting/43220
Elektrisch wafelijzer van Buccan (roségoud),Koken en tafelen,3,3,"Maak van elk ontbijt een feestje door verse wafels op tafel te toveren. Een beslagje is zó gemaakt en daarna doet dit wafelijzer het werk. Pak je mooiste servies erbij, snij vers fruit en bestrooi de wafels met poedersuiker. Dit gaat in de smaak vallen!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/wafelmaker-van-buccan-voor-4-wafels/15797
Rotorcraft herenhorloge (Fierce RC4603),Horloges,0,0,"Hi stijlvol type. Als het goed is weet jij dat een goede outfit niet compleet is zonder het juiste horloge erbij. Dit herenhorloge uit de Fierce-collectie van Rotorcraft is absoluut het overwegen waard. De klok ziet er niet alleen stoer én stijlvol uit, maar beschikt ook nog over handige functies.",https://www.vakantieveilingen.be/veilingen/producten/horloges/herenhorloge-fierce-rc4603-rotorcraft/32922
Set van 2 Canarische dadelpalmen (50 - 70 cm),Bloemen en planten,1,1,"Zorg voor een tropische sfeer in je tuin met deze vrolijke dadelpalmen. Ze geven je echt vakantiegevoel, 's zomers op een zonnig terras en ’s winters binnen. Bovendien gaan de planten lang mee als je ze voldoende water geeft. Bied nu mee en win met korting!",https://www.vakantieveilingen.be/veilingen/producten/bloemen-en-planten/dadelpalmen-canarisch/15879
Herenhorloge van Aeromeister (Space AM3101),Horloges,2,2,"Oef, wát een stoer horloge is dit exemplaar uit de Space-collectie van Aeromeister. Dankzij de zwarte kleur combineer je 'm gemakkelijk met vrijwel elke outfit. Bonus: de klok is uitgerust met dag-, datum- en 24-uursaanduiding. Waar wacht je nog op? Het is de hoogste tijd om mee te bieden. Woehoe!",https://www.vakantieveilingen.be/veilingen/producten/horloges/herenhorloge-aeromeister-space-am3101/35615
Ariel Revita Black-pods (4 pakken),Boodschappen,5,5,"Hou je donkere en zwarte kleding zo lang mogelijk mooi met behulp van deze wasmiddelpods van Ariel. De pods zijn makkelijk in gebruik en als klap op de vuurpijl ook geschikt voor wassen in koud water. Ook niet geheel onbelangrijk: win je, dan ontvang je maar liefst 48 pods in totaal. Meebieden dus!",https://www.vakantieveilingen.be/veilingen/producten/boodschappen/ariel-wasmiddelpods-revita-black/54282
Zomervakantie: week op een Oostappenpark (4 - 6 p.),Campings en vakantieparken,1,1,"Nog niet geboekt voor de zomervakantie? Kom naar een Oostappenpark in Nederland. Lekker dicht bij huis! Je verblijft 8 dagen in een mobilehome en geniet volop van de mooie omgeving en vele faciliteiten. Bied mee, win een verblijf met korting en beleef zonnige zomerdagen met jouw gezin.",https://www.vakantieveilingen.be/veilingen/vakanties/campings-en-vakantieparken/oostappen-vakantieparken-zomervakantie-2024/33266
Mercedes - bestuurbare auto (1:18),Speelgoed en hobby,2,3,"Ken jij een kleine Mercedes-fan? Maak diegene dan blij met deze bestuurbare auto. De formule 1-wagen is nagebouwd op een schaal van 1:18 en lijkt net echt. Met de afstandsbediening bestuur je de Mercedes en bepaal je de snelheid. Bieden, winnen en verrassen. Wroemmm....",https://www.vakantieveilingen.be/veilingen/producten/speelgoed-en-hobby/mercedes-bestuurbare-auto/43448
11-delige messenset van Berlinger Haus,Koken en tafelen,4,5,"Soepel groenten, vlees en brood snijden? Met deze set heb jij altijd het juiste mes bij de hand. Ze zijn gemaakt van roestvrij staal en door de zachte handvaten kun je elk mes goed vasthouden.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/berlinger-haus-messenset-bh2610/379
Najaar 2024: ingerichte safaritent Belgische Ardennen voor 3 personen,Campings en vakantieparken,1,1,Het is tijd om de Belgische Ardennen te verkennen! Op Camping Olympia staat deze ingerichte Safaritent Comfort voor jullie klaar. Er is hier genoeg te doen: ga mee met de outdoorinstructeurs óf bezoek de leuke dorpen in de omgeving. Je hoeft alleen je koffer nog maar in te pakken. En even bieden...,https://www.vakantieveilingen.be/veilingen/vakanties/campings-en-vakantieparken/safaritent-olympia-camping-group/43229
Thermen van Spa: dagentree voor 2 personen,Sauna en wellness,16,41,"Klaar voor een hele dag zorgeloos ontspannen? Verwen jezelf en kom de stress wegspoelen in de thermen van Spa. Hier kom je volledig tot rust, en geef toe, die ontspanning doet echt deugd!",https://www.vakantieveilingen.be/veilingen/wellness/sauna-en-wellness/thermen-van-belgie/49301
Oorsmeerverwijderaar met camera en app,Persoonlijke verzorging,3,4,"Je oren schoonmaken met wattenstaafjes is lang niet altijd efficiënt en bovendien kun je er ook snel schade mee toebrengen. Met deze oorsmeerverwijderaar met camera en app reinig je je oren effectief, eenvoudig én veilig. Handig! Bied mee en win met korting.",https://www.vakantieveilingen.be/veilingen/producten/persoonlijke-verzorging/oorsmeerverwijderaar-met-camera-en-app/62369
Hotelovernachting in Lille of Noord-Frankrijk (2 p.),In de stad,9,13,Weekendje Noord-Frankrijk? Dit is een ideale stedentrip! Je kunt kiezen uit 6 hotels die stuk voor stuk ideaal zijn voor het ontdekken van de stad. Zo kun jij na een dag door de stad slenteren lekker bijkomen in je hotel van alle nieuwe indrukken die je hebt opgedaan. Bied nu mee en win!,https://www.vakantieveilingen.be/veilingen/hotels/in-de-stad/hotelbon-noord-frankrijk-rijsel/18196
3-delige koekenpannenset van Berlinger Haus,Koken en tafelen,8,9,"Met deze koekenpannen sta je stijlvol te koken. De pannen zijn roségoudkleurig, waardoor ze echte blikvangers in je keuken zijn. Dankzij de speciale bodem wordt de warmte goed verspreid en hierdoor bespaar je energie. Met welk bod ga jij ze winnen?",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/pannenset-1278-bh1278/370
7 boxershorts met de weekdagen (verschillende maten),Modeaccessoires,3,5,"Draag jij graag originele onderbroeken die niet veel mensen hebben? Bied dan mee op deze 7 boxershorts van Gianvaglia. Op de taillebanden staan de dagen van de week, zodat jij nooit meer hoeft te twijfelen over welk exemplaar je nu weer aan moet... Handig! Lekker winnen dus.",https://www.vakantieveilingen.be/veilingen/producten/modeaccessoires/herenboxers-weekdagen-verschillende-maten/43664
24-delige bestekset van Berlinger Haus (roségoud),Koken en tafelen,8,8,"Geef je eettafel een nieuwe look met deze speciale bestekset van Berlinger Haus voor 6 personen. Er zitten eetlepels, vorken, messen en dessertlepels in, allemaal gemaakt van roestvrij staal en een mat roségouden afwerking. En het beste is: na het eten gooi je ze gewoon in de vaatwasser. Bied mee!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/24-delige-bestekset-rosegoud-berlinger-haus-bh-3076/45801
Pampers Sensitive billendoekjes (624 stuks),Boodschappen,5,5,Deze doekjes van Pampers maken de billetjes van jouw kleine gemakkelijk schoon. De doekjes bevatten geen parfum en helpen de huid van je baby te beschermen tegen irritatie. Geschikt voor gebruik vanaf de geboorte. Bonus: je krijgt 12 verpakkingen. Kun je voorlopig weer even vooruit! Bied mee en win.,https://www.vakantieveilingen.be/veilingen/producten/boodschappen/sensitive-billendoekjes-pampers/8769
Herenhorloge Rotator van Rotorcraft (RC3101),Horloges,4,10,"Een echte blikvanger, deze stoere klok. De stalen band in combinatie met de groene wijzerplaat maken samen een stijlvol geheel. Draag 'm naar kantoor of geef je casual look een oppepper. Handig: het horloge heeft een dag-, datum- én 24-uursaanduiding!",https://www.vakantieveilingen.be/veilingen/producten/horloges/herenhorloge-rotator-rotorcraft-rc3101/18060
Elektrische barbecue van Buccan (Elliston Plug & Grill),Tuin en buiten,8,10,"Met deze elektrische barbecue van Buccan serveer jij de lekkerste gegrilde gerechten. Je steekt de stekker in het stopcontact en kunt de temperatuur bepalen met de draaiknop. Het model is dus geschikt voor binnen én buiten. Genieten! Bied nu mee op de veiling, win en sleep 'm binnen.",https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/elektrische-barbecue-buccan-elliston-plug-grill/506
Van der Valk Hotel Schiphol: 2 dagen incl. wellness,In de stad,5,57,Dit 4-sterrenhotel is de perfecte uitvalsbasis om het westen van Nederland te verkennen. Is het mooi weer? Binnen 30 minuten ben je bij het strand van Zandvoort of Noordwijk. Ga je liever shoppen? Ga dan naar het centrum van Amsterdam! Bied mee en win een overnachting voor 2 personen.,https://www.vakantieveilingen.be/veilingen/hotels/in-de-stad/van-der-valk-schiphol-superior-kamer/7857
Herenhorloge van Alpha Sierra (Whiskey S04),Horloges,5,14,"Ga voor zilver en bied mee op deze schoonheid van een horloge van Alpha Sierra. De klok staat goed bij veel verschillende soorten looks en is uitgerust met een stopwatch en datumaanduiding. Wat wil je nog meer? Precies, niks! Wacht niet te lang, bied nu mee en win het model met korting.",https://www.vakantieveilingen.be/veilingen/producten/horloges/herenhorloge-alpha-sierra-whiskey-s04/43737
Ariel all-in-1 Extra Fiber Protection (48 pods in totaal),Boodschappen,10,12,Is het doen van de was niet jouw favoriete huishoudelijke taak? Begrijpelijk... Gelukkig wordt deze klus met Ariel een stuk aangenamer. De pods zijn namelijk zeer gebruiksvriendelijk en speciaal ontwikkeld om de vezels van je kleding te beschermen. Bied mee en win maar liefst 48 pods in totaal.,https://www.vakantieveilingen.be/veilingen/producten/boodschappen/ariel-all-in-1-pods-extra-fiber-protection/49749
WiFi 3MP buitencamera met nachtvisie,Elektronica,8,10,Verstop jij jezelf het liefst onder de bank met elk vreemd geluidje? Dan voel je je vast veiliger met deze slimme wifi-camera. De beveiligingscamera stuurt je een melding via de gratis app zodra er beweging wordt gedetecteerd. Bovendien kun je dankzij de microfoon alles horen buiten. Bied nu mee.,https://www.vakantieveilingen.be/veilingen/producten/elektronica/slimme-wifi-camera-voor-buiten-arenti/45067
Uittrekbaar windscherm (160 x 300 cm),Tuin en buiten,7,15,"Dankzij dit uittrekbare windscherm wordt dat toch wat winderige hoekje van de tuin jouw nieuwe lievelingsplek. Gebruik je 'm niet, dan rolt ie zo weer op. Bovendien zorgt dit windscherm voor wat extra privacy. Handig, toch? Bied nu mee en win!",https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/windscherm-uittrekbaar-outfit-49118/24159
Regendouche incl. handdouche van Lifa Bathing,Wonen,3,35,De dag ontspannen beginnen óf eindigen? Met de regendouche van Lifa Bathing doe je het allebei. Geniet van de royale waterstralen uit de hoofddouche en maak vervolgens gebruik van de handdouche. Door het strakke ontwerp heb je er een echt pareltje bij. Bied nu mee en win.,https://www.vakantieveilingen.be/veilingen/producten/wonen/regendouche-zwart-lifa-bathing/33642
Regendouche incl. handdouche van Lifa Bathing,Wonen,2,3,De dag ontspannen beginnen óf eindigen? Met de regendouche van Lifa Bathing doe je het allebei. Geniet van de royale waterstralen uit de hoofddouche en maak vervolgens gebruik van de handdouche. Door het strakke ontwerp heb je er een echt pareltje bij. Bied nu mee en win.,https://www.vakantieveilingen.be/veilingen/producten/wonen/regendouche-zwart-lifa-bathing/33642?l=78720058&p=163627
"Digitale airfryer van Berlinger Haus (3,2 L)",Koken en tafelen,18,34,"Op je voeding letten combineren met gemak? Met deze airfryer van Berlinger Haus zit je goed. Met een airfryer gebruik je namelijk tot wel 80% minder vet en het gebruik is super simpel. Genieten dus! Bied mee, win en ervaar de mogelijkheden van koken met de airfryer.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/airfryer-digitaal-bh9670-berlinger-haus/49111
Nibirii Festival in West-Duitsland: vrijdag ticket (2p.),Shows en concerten,1,1,"23 augustus - Drankje in je hand, voetjes in het zand: op Nibirii Festival ga je los op de lekkerste techno, tech-house en drum & bass. Sta linksvoor bij de beste dj's, ga een rondje waterskiën op het meer, zet een te gekke tattoo óf doe mee met yoga. Bied nu mee en win.",https://www.vakantieveilingen.be/veilingen/uitstapjes/shows-en-concerten/vrijdag-ticket-voor-nibirii-festival-in-duren-de-vrijdag-tickets/62501
Boudewijn Seapark tickets (2 p.),Dierentuinen,5,26,"Geniet van een spectaculaire show waarin de tuimelaardolfijn de hoofdrol speelt. Ontdek het outdoor waterpark, 20 openlucht attracties en de grote binnenspeeltuin. Bied mee en beleef samen een dolfijne dag bij Boudewijn Seapark Brugge mét korting.",https://www.vakantieveilingen.be/veilingen/pretpark-en-zoo/dierentuinen/boudewijn-seapark-in-brugge-tickets/49533
3-in-1 voedseldroger en stomer van Nexxt,Koken en tafelen,7,7,"Dankzij de combinatie van stomen en voedseldrogen maak je met dit keukenapparaat van Nexxt gezonde maaltijden zonder gedoe. Het apparaat biedt een scala aan kookmogelijkheden. Zo kun je overgebleven kruiden of ander voedsel goed bewaren, waardoor je minder weggooit. Lekker duurzaam. Bied je mee?",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/voedseldroger-en-stomer-nexxt/49428
Rondvaart door Amsterdam met Rederij Lovers (2 p.),Dagtochten,6,6,"De grachtengordel maakt Amsterdam uniek. Stap aan boord van een rondvaartboot van Lovers en vaar in 1 uur tijd langs dé hoogtepunten van de stad. Zo zie je historische grachtenpanden, beroemde bruggetjes en de replica van het VOC-schip. Bied mee en verken Amsterdam!",https://www.vakantieveilingen.be/veilingen/uitstapjes/dagtochten/rondvaart-amsterdam-lovers/48102
Elektrische verfspuit van Fachtools (400 W),Klussen,7,7,"Zeg maar dag tegen geknoei met verfrollers en verfbakken. Voortaan pak jij elke schilderklus met gemak aan dankzij deze elektrische verfspuit van Fachtools. Kies je verf, selecteer het spuitpatroon en voorzie jouw project van een mooie verflaag. Nu alleen nog even het winnende bod plaatsen.",https://www.vakantieveilingen.be/veilingen/producten/klussen/elektrische-verfspuit-fachtools-ft4528/43145
Jupiler Pro League: RSC Anderlecht - KVC Westerlo 2 VIP-tickets,Sportevenementen,2,2,"Zondag 15 september: ben jij echte voetbalfan? Dan wil jij het spannende duel tussen RSC Anderlecht en KVC Westerlo vanaf de VIP-tribune natuurlijk niet missen. Om de dag compleet te maken kun je ook nog een diner bijboeken. Bied mee, win en geniet van een geweldig uitzicht tijdens de wedstrijd.",https://www.vakantieveilingen.be/veilingen/uitstapjes/sportevenementen/vip-ticket-voetbalwedstrijd-rsc-anderlecht-kvc-westerlo/16140
De Grotten van Han in de Belgische Ardennen (2 p.),Dierentuinen,15,41,"Wist je dat je in het Domein van de Grotten van Han ook op safari kunt? In het Wildpark spot je de Europese 'Big Five'. Heb je interesse in de prehistorie, dan is PrehistoHan, een indrukwekkende archeologische expositie, echt iets voor jou! Bied mee en win jouw tickets met korting.",https://www.vakantieveilingen.be/veilingen/pretpark-en-zoo/dierentuinen/tickets-grotten-van-han/49000
Boekenkast voor aan de wand (wit),Wonen,2,2,"Creëer in een mum van tijd een gezellig hoekje in huis met deze witte boekenkast voor aan de wand. Het gedraaide ontwerp zorgt voor een speels effect in je woon- of slaapkamer. Zet er leuke plantjes, fotolijstjes, boeken en andere woonaccessoires in en klaar is Kees. Dát is pas knus!",https://www.vakantieveilingen.be/veilingen/producten/wonen/boekenkast-wand-lbc20wt/33929
Wellnessdag SpaWeesp voor 2 personen (NL),Sauna en wellness,11,26,"Zie je het al voor je? Midden in de natuur, net onder Amsterdam geniet je van mediterrane sferen bij SpaWeesp. Warm jezelf op in het Turks stoombad of in de rustgevende Rozensauna. Deze exotische droomplek laat je even ontsnappen aan alle drukte. Bied en geniet!",https://www.vakantieveilingen.be/veilingen/wellness/sauna-en-wellness/spaweesp-sauna/33410
Accu schroef- & boormachine van Hyundai (20 V),Klussen,3,3,"Met een boormachine van Hyundai weet je in ieder geval dat je goed zit. Deze draadloze accurboormachine is een echte alleskunner. Met 2 snelheidsinstellingen en een krachtige koppel van 25 Nm klaar je alle klussen in en om het huis. Steek je handen maar alvast uit de mouwen, winnaar.",https://www.vakantieveilingen.be/veilingen/producten/klussen/hyundai-draadloze-accuboormachine/42631
"Digitale slow cooker van Berlinger Haus (3,5 L)",Koken en tafelen,2,3,"Heb je niet veel tijd om te koken, maar wil je wel gezond blijven eten? Een slow cooker is een perfect keukenhulpje voor mensen met weinig tijd. Stop alle ingrediënten in de pan, laat het langzaam gaar koken, stoven of sudderen. Voor je het weet kun je aan tafel. Bied nu mee en win!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/slow-cooker-berlinger-haus-bh9501/45206
Bokshandschoenen met bokszak,Sport en gezondheid,1,5,"Boksen is een veelzijdige sport. Je kunt er al je energie in kwijt en krijgt er een krachtig lichaam voor terug. En het fijnste van alles: je kunt het overal doen. Haal deze set in huis, vul de zak met de gewenste vulling en hang 'm binnen of in je tuin op aan de ketting. Bied mee en boks erop los.",https://www.vakantieveilingen.be/veilingen/producten/sport-en-gezondheid/bokshandschoenen-met-bokszak/49017
Droomrit: rijden in een Lamborghini Gallardo,Auto en motorsport,1,1,"Autoliefhebbers opgelet: heb jij altijd al achter het stuur van een supersnelle sportwagen willen kruipen? Nu kan het! Zodra je de sleutel omdraait, komen de 560 pk's grommend tot leven en rijd jij rond in deze blitse Lamborghini. Dat voelt goed! Bied nu mee en pak je kans.",https://www.vakantieveilingen.be/veilingen/uitstapjes/auto-en-motorsport/experience-events-lamborghini/13825
Buitencamera van Hyundai (4 MP),Elektronica,7,8,"Beveiligen met flair. Deze compacte, stijlvolle camera houdt je optrekje haarscherp in de gaten. De Hyundai buitencamera heeft een resolutie van 4 megapixel en geeft je bovendien ook 's nachts een veilig gevoel. Het slimme apparaat heeft namelijk nachtzicht tot 20 meter. Bieden maar...",https://www.vakantieveilingen.be/veilingen/producten/elektronica/bullet-cans-camera-wit/45500
Accu-luchtcompressor van MSA (21V),Klussen,6,8,"Overal en altijd een elektrische luchtpomp bij de hand? Bied dan snel mee op deze draagbare luchtcompressor. Het compacte model is geschikt voor het oppompen van banden, ballen, opblaasvoorwerpen én meer. Ideaal tijdens een (fiets)vakantie of voor het sporten. Winnen!",https://www.vakantieveilingen.be/veilingen/producten/klussen/luchtcompressor-msa-150-w/44246
Handheld autostofzuiger van Hyundai Electronics,Klussen,2,7,"Even snel een broodje onderweg, je hond achterin of kinderen op de achterbank... Resultaat: kruimels, haren en misschien zelfs omgevallen drinken. Maak je auto snel weer spic en span met deze handheld autostofzuiger die droog én nat zuigt. Bied nu mee voor een stralend schone auto.",https://www.vakantieveilingen.be/veilingen/producten/klussen/autostofzuiger-handheld-hyundai-electronics/44645
Hyundai staafmixer 5-in-1 (zwart met roségoud),Koken en tafelen,4,10,"Met deze 6-delige staafmixerset van Hyundai bereid je eenvoudig soepen, sauzen en smoothies. Ook maak je een romige schuimlaag op je koffie en een glad beslag voor de luchtigste cake. Bied mee op deze multifunctionele handblender en zet 'm met trots op je aanrecht.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/staafmixer-5-in-1-hyundai/33915
Sleutelkluis met hangslot en cijfercode,Klussen,7,8,Berg je sleutels voortaan slim én veilig op in deze sleutelkluis met cijfercode. De kluis is geschikt voor binnen- en buitengebruik en dankzij het hangslot hang je 'm gemakkelijk overal op. Zo hou je inbrekers buiten de deur en raak je nooit meer je sleutels kwijt. Win-win! Bied mee en win nu.,https://www.vakantieveilingen.be/veilingen/producten/klussen/sleutelkluis-met-hangslot-en-cijfercode-generic/62764
41-delige gereedschapskoffer van Bosch,Klussen,0,0,"Ben jij in je vrije tijd graag aan het klussen? Dan kun jij deze gereedschapskoffer van Bosch goed gebruiken. De 41 accessoires maken dat jij je hand niet omdraait voor het boren en schroeven van hout, metaal en beton. Fijn: na de klus berg je je spullen overzichtelijk weer op in de koffer.",https://www.vakantieveilingen.be/veilingen/producten/klussen/gereedschapskoffer-41-delig-bosch/20931?l=78720338&p=156647
41-delige gereedschapskoffer van Bosch,Klussen,4,15,"Ben jij in je vrije tijd graag aan het klussen? Dan kun jij deze gereedschapskoffer van Bosch goed gebruiken. De 41 accessoires maken dat jij je hand niet omdraait voor het boren en schroeven van hout, metaal en beton. Fijn: na de klus berg je je spullen overzichtelijk weer op in de koffer.",https://www.vakantieveilingen.be/veilingen/producten/klussen/gereedschapskoffer-41-delig-bosch/20931
Wellnessdag bij SpaPuur in Tilburg (NL - 2 p.),Sauna en wellness,6,25,Kom ontspannen bij SpaPuur in Tilburg en geniet van de sauna's en baden. Droom weg in de whirlpool of warm je spieren op in de Finse sauna. In de Kelo opgietsauna beleef je een ware opgietsessie in rustgevende sfeer. Bied nu mee en win een heerlijke dag wellness met korting.,https://www.vakantieveilingen.be/veilingen/wellness/sauna-en-wellness/spa-puur-veiling/33038
24-delige bestekset van Berlinger Haus (zilver),Koken en tafelen,5,6,"Geef je eettafel een klassieke look met deze bestekset voor 6 personen. Er zitten eetlepels, vorken, messen en dessertlepels in, allemaal gemaakt van roestvrij staal. En het beste is: na het eten gooi je ze gewoon in de vaatwasser. Makkelijk toch? Plaats het hoogste bod en win!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/24-delige-bestekset-bh-3034/45040
Zomervakantie: weekend/midweek bij Topcampings (4 - 6 p.),Campings en vakantieparken,11,31,"Luieren op het zandstrand, plonzen in het zwembad & eindeloos spelen op het park; bij Topcampings is vervelen geen optie. Ook in de omgeving is er genoeg te beleven. Bied mee, kies jouw favoriete park & boek een knusse mobilehome. Zo combineer je comfort met dat heerlijke buitenleven.",https://www.vakantieveilingen.be/veilingen/vakanties/campings-en-vakantieparken/zomer-weekend-midweek-topcampings/62581
Kampeerbungalow bij Topcampings (4 p.),Campings en vakantieparken,0,0,"Psst, al zomerplannen? Kom naar een Topcampings-vakantiepark en verblijf in een kampeerbungalow. Je geniet hier van het campingleven, maar dan net met wat meer luxe. Je hebt keuze uit 2 prachtige vakantieparken in Limburg. Bied mee, win en boek vandaag nog je vakantie met korting.",https://www.vakantieveilingen.be/veilingen/vakanties/campings-en-vakantieparken/topcampings-belgie-kampeerbungalow-4-of-5-dagen/62581?l=78720783&p=167120
Zomervakantie: week bij Topcampings (4 - 6 p.),Campings en vakantieparken,7,63,"Combineer comfort met het vrije campingleven tijdens een week op een vakantiepark van Topcampings. Eindeloos luieren op het strand, spelen op het park en plonzen in het zwembad. Heerlijk! Boek jouw weekverblijf in een knusse mobilehome tijdens de zomervakantie nu met korting.",https://www.vakantieveilingen.be/veilingen/vakanties/campings-en-vakantieparken/zomer-week-topcampings/62581?l=78719281&p=166948
Roze/crème dekbed en overtrek in 1 van EMSA (240x200 cm),Slapen,9,11,"Jouw rondje bedden verschonen wordt een fluitje van een cent met dit handige dekbed. Je hebt namelijk geen dekbedovertrek nodig. Stop het hele dekbed in de wasmachine, even laten drogen en bepalen welke van de 2 kleuren je boven legt. That's it! Bied mee, win met korting en ervaar het gemak.",https://www.vakantieveilingen.be/veilingen/producten/slapen/dekbed-240-x-200-cm-2-in-1-roze-en-creme/48708
Veldbed van Intimo Garden (190 cm),Tuin en buiten,4,4,Heb jij een drukke festivalzomer op de planning? Of ga je kamperen? Dan is dit veldbed een uitkomst. Je slaapt heerlijk en start de volgende dag fris en uitgerust aan een nieuwe festival- of vakantiedag. Dankzij de draagtas slinger je 'm zó over je schouder. Helemaal top. Bied mee en win!,https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/xl-veldbed-190-cm-intimo-garden/62664
Rotan plantenbak (50 x 22 x 52 cm),Bloemen en planten,0,0,"Dol op de geur van verse bloemen? Met deze zwarte plantenbak ga jij er extra van genieten. Plaats het model op een plekje in je tuin of op je balkon, vul 'm met je favoriete stukje groen en het genieten kan beginnen. Neem het op tegen je concurrenten en win.",https://www.vakantieveilingen.be/veilingen/producten/bloemen-en-planten/staande-plantenbak-bright-garden/18832
Ripley's Believe It or Not! in Amsterdam (NL - 2 p.),Musea,4,5,Van 's werelds langste nagels tot de meest bizarre records en interactieve spellen: je vindt het allemaal in de 'gekste' attractie van Amsterdam. Ripley’s heeft een collectie van meer dan 600 unieke stukken en laat het ongelooflijke zien. Bied mee voor een lekker gek dagje weg in de krokusvakantie.,https://www.vakantieveilingen.be/veilingen/uitstapjes/musea/ripleys-amsterdam/48271
